id,question,heir,fardh,sahm,asalMasalah,notes,needsReview
132,زوج، جدة، أب، بنات، ابن,ابن,مراجعة,10,36,,True
133,زوجة، جدة، بنات، أب,زوجة,1/8,3,27,عالت المسألة,False
133,زوجة، جدة، بنات، أب,جدة,1/6,4,27,عالت المسألة,False
133,زوجة، جدة، بنات، أب,بنات,2/3,16,27,عالت المسألة,False
133,زوجة، جدة، بنات، أب,أب,1/6,4,27,عالت المسألة,False
134,زوجة، جدة، أب، بنات، ابن,زوجة,1/8,9,72,,True
134,زوجة، جدة، أب، بنات، ابن,جدة,1/6,12,72,,True
134,زوجة، جدة، أب، بنات، ابن,أب,1/6,12,72,,True
134,زوجة، جدة، أب، بنات، ابن,بنات,عصبة,13,72,,True
134,زوجة، جدة، أب، بنات، ابن,ابن,مراجعة,26,72,,True
135,زوج، جدة، بنات، جد,زوج,1/4,3,15,عالت المسألة,False
135,زوج، جدة، بنات، جد,جدة,1/6,2,15,عالت المسألة,False
135,زوج، جدة، بنات، جد,بنات,2/3,8,15,عالت المسألة,False
135,زوج، جدة، بنات، جد,جد,1/6,2,15,عالت المسألة,False
136,زوج، جدة، جد، بنات، ابن,زوج,1/4,9,36,,True
136,زوج، جدة، جد، بنات، ابن,جدة,1/6,6,36,,True
136,زوج، جدة، جد، بنات، ابن,جد,1/6,6,36,,True
136,زوج، جدة، جد، بنات، ابن,بنات,عصبة,5,36,,True
136,زوج، جدة، جد، بنات، ابن,ابن,مراجعة,10,36,,True
137,زوجة، جدة، بنات، جد,زوجة,1/8,3,27,عالت المسألة,False
137,زوجة، جدة، بنات، جد,جدة,1/6,4,27,عالت المسألة,False
137,زوجة، جدة، بنات، جد,بنات,2/3,16,27,عالت المسألة,False
137,زوجة، جدة، بنات، جد,جد,1/6,4,27,عالت المسألة,False
138,زوجة، جدة، جد، بنات، ابن,زوجة,1/8,9,72,,True
138,زوجة، جدة، جد، بنات، ابن,جدة,1/6,12,72,,True
138,زوجة، جدة، جد، بنات، ابن,جد,1/6,12,72,,True
138,زوجة، جدة، جد، بنات، ابن,بنات,عصبة,13,72,,True
138,زوجة، جدة، جد، بنات، ابن,ابن,مراجعة,26,72,,True
139,بنت ابن، عم,بنت ابن,1/2,1,2,,False
139,بنت ابن، عم,عم,عصبة,1,2,,False
140,بنت ابن، ابن ابن,بنت ابن,عصبة,1,3,,False
140,بنت ابن، ابن ابن,ابن ابن,عصبة,2,3,,False
141,زوج، بنت ابن، عم,زوج,1/4,1,4,,False
141,زوج، بنت ابن، عم,بنت ابن,1/2,2,4,,False
141,زوج، بنت ابن، عم,عم,عصبة,1,4,,False
142,زوجة، بنت ابن، عم,زوجة,1/8,1,8,,False
142,زوجة، بنت ابن، عم,بنت ابن,1/2,4,8,,False
142,زوجة، بنت ابن، عم,عم,عصبة,3,8,,False
143,زوج، بنت ابن، ابن ابن,زوج,1/4,1,4,,False
143,زوج، بنت ابن، ابن ابن,بنت ابن,عصبة,1,4,,False
143,زوج، بنت ابن، ابن ابن,ابن ابن,عصبة,2,4,,False
144,زوجة، بنت ابن، ابن ابن,زوجة,1/8,3,24,,False
144,زوجة، بنت ابن، ابن ابن,بنت ابن,عصبة,7,24,,False
144,زوجة، بنت ابن، ابن ابن,ابن ابن,عصبة,14,24,,False
145,بنت ابن، أب,بنت ابن,1/2,1,2,,False
145,بنت ابن، أب,أب,1/6,1,2,,False
146,أب، بنت ابن، ابن ابن,أب,1/6,3,18,,False
146,أب، بنت ابن، ابن ابن,بنت ابن,عصبة,5,18,,False
146,أب، بنت ابن، ابن ابن,ابن ابن,عصبة,10,18,,False
147,بنت ابن، أم، عم,بنت ابن,1/2,3,6,,False
147,بنت ابن، أم، عم,أم,1/6,1,6,,False
147,بنت ابن، أم، عم,عم,عصبة,2,6,,False
148,بنت ابن، أم، ابن ابن,بنت ابن,عصبة,5,18,,False
148,بنت ابن، أم، ابن ابن,أم,1/6,3,18,,False
148,بنت ابن، أم، ابن ابن,ابن ابن,عصبة,10,18,,False
149,بنت ابن، جد,بنت ابن,1/2,1,2,,False
149,بنت ابن، جد,جد,1/6,1,2,,False
150,بنت ابن، جد، ابن ابن,بنت ابن,عصبة,5,18,,False
150,بنت ابن، جد، ابن ابن,جد,1/6,3,18,,False
150,بنت ابن، جد، ابن ابن,ابن ابن,عصبة,10,18,,False
151,بنت ابن، جدة، عم,بنت ابن,1/2,3,6,,False
151,بنت ابن، جدة، عم,جدة,1/6,1,6,,False
151,بنت ابن، جدة، عم,عم,عصبة,2,6,,False
152,بنت ابن، جدة، ابن ابن,بنت ابن,عصبة,5,18,,False
152,بنت ابن، جدة، ابن ابن,جدة,1/6,3,18,,False
152,بنت ابن، جدة، ابن ابن,ابن ابن,عصبة,10,18,,False
153,زوج، بنت ابن، أب,زوج,1/4,1,4,,False
153,زوج، بنت ابن، أب,بنت ابن,1/2,2,4,,False
153,زوج، بنت ابن، أب,أب,1/6,1,4,,False
154,زوج، أب، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
154,زوج، أب، بنت ابن، ابن ابن,أب,1/6,6,36,,False
154,زوج، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,7,36,,False
154,زوج، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
155,زوجة، بنت ابن، أب,زوجة,1/8,1,8,,False
155,زوجة، بنت ابن، أب,بنت ابن,1/2,4,8,,False
155,زوجة، بنت ابن، أب,أب,1/6,3,8,,False
156,زوجة، أب، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
156,زوجة، أب، بنت ابن، ابن ابن,أب,1/6,12,72,,False
156,زوجة، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,17,72,,False
156,زوجة، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
157,زوج، أم، بنت ابن، عم,زوج,1/4,3,12,,False
157,زوج، أم، بنت ابن، عم,أم,1/6,2,12,,False
157,زوج، أم، بنت ابن، عم,بنت ابن,1/2,6,12,,False
157,زوج، أم، بنت ابن، عم,عم,عصبة,1,12,,False
158,زوج، أم، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
158,زوج، أم، بنت ابن، ابن ابن,أم,1/6,6,36,,False
158,زوج، أم، بنت ابن، ابن ابن,بنت ابن,عصبة,7,36,,False
158,زوج، أم، بنت ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
159,زوجة، أم، بنت ابن، عم,زوجة,1/8,3,24,,False
159,زوجة، أم، بنت ابن، عم,أم,1/6,4,24,,False
159,زوجة، أم، بنت ابن، عم,بنت ابن,1/2,12,24,,False
159,زوجة، أم، بنت ابن، عم,عم,عصبة,5,24,,False
160,زوجة، أم، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
160,زوجة، أم، بنت ابن، ابن ابن,أم,1/6,12,72,,False
160,زوجة، أم، بنت ابن، ابن ابن,بنت ابن,عصبة,17,72,,False
160,زوجة، أم، بنت ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
161,زوج، بنت ابن، جد,زوج,1/4,1,4,,False
161,زوج، بنت ابن، جد,بنت ابن,1/2,2,4,,False
161,زوج، بنت ابن، جد,جد,1/6,1,4,,False
162,زوج، جد، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
162,زوج، جد، بنت ابن، ابن ابن,جد,1/6,6,36,,False
162,زوج، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,7,36,,False
162,زوج، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
163,زوجة، بنت ابن، جد,زوجة,1/8,1,8,,False
163,زوجة، بنت ابن، جد,بنت ابن,1/2,4,8,,False
163,زوجة، بنت ابن، جد,جد,1/6,3,8,,False
164,زوجة، جد، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
164,زوجة، جد، بنت ابن، ابن ابن,جد,1/6,12,72,,False
164,زوجة، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,17,72,,False
164,زوجة، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
165,زوج، جدة، بنت ابن، عم,زوج,1/4,3,12,,False
165,زوج، جدة، بنت ابن، عم,جدة,1/6,2,12,,False
165,زوج، جدة، بنت ابن، عم,بنت ابن,1/2,6,12,,False
165,زوج، جدة، بنت ابن، عم,عم,عصبة,1,12,,False
166,زوج، جدة، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
166,زوج، جدة، بنت ابن، ابن ابن,جدة,1/6,6,36,,False
166,زوج، جدة، بنت ابن، ابن ابن,بنت ابن,عصبة,7,36,,False
166,زوج، جدة، بنت ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
167,زوجة، جدة، بنت ابن، عم,زوجة,1/8,3,24,,False
167,زوجة، جدة، بنت ابن، عم,جدة,1/6,4,24,,False
167,زوجة، جدة، بنت ابن، عم,بنت ابن,1/2,12,24,,False
167,زوجة، جدة، بنت ابن، عم,عم,عصبة,5,24,,False
168,زوجة، جدة، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
168,زوجة، جدة، بنت ابن، ابن ابن,جدة,1/6,12,72,,False
168,زوجة، جدة، بنت ابن، ابن ابن,بنت ابن,عصبة,17,72,,False
168,زوجة، جدة، بنت ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
169,زوج، أم، بنت ابن، أب,زوج,1/4,3,13,عالت المسألة,False
169,زوج، أم، بنت ابن، أب,أم,1/6,2,13,عالت المسألة,False
169,زوج، أم، بنت ابن، أب,بنت ابن,1/2,6,13,عالت المسألة,False
169,زوج، أم، بنت ابن، أب,أب,1/6,2,13,عالت المسألة,False
170,زوج، أم، أب، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
170,زوج، أم، أب، بنت ابن، ابن ابن,أم,1/6,6,36,,False
170,زوج، أم، أب، بنت ابن، ابن ابن,أب,1/6,6,36,,False
170,زوج، أم، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,5,36,,False
170,زوج، أم، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
171,زوجة، أم، بنت ابن، أب,زوجة,1/8,3,24,,False
171,زوجة، أم، بنت ابن، أب,أم,1/6,4,24,,False
171,زوجة، أم، بنت ابن، أب,بنت ابن,1/2,12,24,,False
171,زوجة، أم، بنت ابن، أب,أب,1/6,5,24,,False
172,زوجة، أم، أب، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
172,زوجة، أم، أب، بنت ابن، ابن ابن,أم,1/6,12,72,,False
172,زوجة، أم، أب، بنت ابن، ابن ابن,أب,1/6,12,72,,False
172,زوجة، أم، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,13,72,,False
172,زوجة، أم، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
173,زوج، أم، بنت ابن، جد,زوج,1/4,3,13,عالت المسألة,False
173,زوج، أم، بنت ابن، جد,أم,1/6,2,13,عالت المسألة,False
173,زوج، أم، بنت ابن، جد,بنت ابن,1/2,6,13,عالت المسألة,False
173,زوج، أم، بنت ابن، جد,جد,1/6,2,13,عالت المسألة,False
174,زوج، أم، جد، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
174,زوج، أم، جد، بنت ابن، ابن ابن,أم,1/6,6,36,,False
174,زوج، أم، جد، بنت ابن، ابن ابن,جد,1/6,6,36,,False
174,زوج، أم، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,5,36,,False
174,زوج، أم، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
175,زوجة، أم، بنت ابن، جد,زوجة,1/8,3,24,,False
175,زوجة، أم، بنت ابن، جد,أم,1/6,4,24,,False
175,زوجة، أم، بنت ابن، جد,بنت ابن,1/2,12,24,,False
175,زوجة، أم، بنت ابن، جد,جد,1/6,5,24,,False
176,زوجة، أم، جد، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
176,زوجة، أم، جد، بنت ابن، ابن ابن,أم,1/6,12,72,,False
176,زوجة، أم، جد، بنت ابن، ابن ابن,جد,1/6,12,72,,False
176,زوجة، أم، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,13,72,,False
176,زوجة، أم، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
177,زوج، جدة، بنت ابن، أب,زوج,1/4,3,13,عالت المسألة,False
177,زوج، جدة، بنت ابن، أب,جدة,1/6,2,13,عالت المسألة,False
177,زوج، جدة، بنت ابن، أب,بنت ابن,1/2,6,13,عالت المسألة,False
177,زوج، جدة، بنت ابن، أب,أب,1/6,2,13,عالت المسألة,False
178,زوج، جدة، أب، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
178,زوج، جدة، أب، بنت ابن، ابن ابن,جدة,1/6,6,36,,False
178,زوج، جدة، أب، بنت ابن، ابن ابن,أب,1/6,6,36,,False
178,زوج، جدة، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,5,36,,False
178,زوج، جدة، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
179,زوجة، جدة، بنت ابن، أب,زوجة,1/8,3,24,,False
179,زوجة، جدة، بنت ابن، أب,جدة,1/6,4,24,,False
179,زوجة، جدة، بنت ابن، أب,بنت ابن,1/2,12,24,,False
179,زوجة، جدة، بنت ابن، أب,أب,1/6,5,24,,False
180,زوجة، جدة، أب، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
180,زوجة، جدة، أب، بنت ابن، ابن ابن,جدة,1/6,12,72,,False
180,زوجة، جدة، أب، بنت ابن، ابن ابن,أب,1/6,12,72,,False
180,زوجة، جدة، أب، بنت ابن، ابن ابن,بنت ابن,عصبة,13,72,,False
180,زوجة، جدة، أب، بنت ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
181,زوج، جدة، بنت ابن، جد,زوج,1/4,3,13,عالت المسألة,False
181,زوج، جدة، بنت ابن، جد,جدة,1/6,2,13,عالت المسألة,False
181,زوج، جدة، بنت ابن، جد,بنت ابن,1/2,6,13,عالت المسألة,False
181,زوج، جدة، بنت ابن، جد,جد,1/6,2,13,عالت المسألة,False
182,زوج، جدة، جد، بنت ابن، ابن ابن,زوج,1/4,9,36,,False
182,زوج، جدة، جد، بنت ابن، ابن ابن,جدة,1/6,6,36,,False
182,زوج، جدة، جد، بنت ابن، ابن ابن,جد,1/6,6,36,,False
182,زوج، جدة، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,5,36,,False
182,زوج، جدة، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
183,زوجة، جدة، بنت ابن، جد,زوجة,1/8,3,24,,False
183,زوجة، جدة، بنت ابن، جد,جدة,1/6,4,24,,False
183,زوجة، جدة، بنت ابن، جد,بنت ابن,1/2,12,24,,False
183,زوجة، جدة، بنت ابن، جد,جد,1/6,5,24,,False
184,زوجة، جدة، جد، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
184,زوجة، جدة، جد، بنت ابن، ابن ابن,جدة,1/6,12,72,,False
184,زوجة، جدة، جد، بنت ابن، ابن ابن,جد,1/6,12,72,,False
184,زوجة، جدة، جد، بنت ابن، ابن ابن,بنت ابن,عصبة,13,72,,False
184,زوجة، جدة، جد، بنت ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
185,بنات ابن، عم,بنات ابن,2/3,2,3,,False
185,بنات ابن، عم,عم,عصبة,1,3,,False
186,بنات ابن، ابن ابن,بنات ابن,عصبة,1,3,,False
186,بنات ابن، ابن ابن,ابن ابن,عصبة,2,3,,False
187,زوج، بنات ابن، عم,زوج,1/4,3,12,,False
187,زوج، بنات ابن، عم,بنات ابن,2/3,8,12,,False
187,زوج، بنات ابن، عم,عم,عصبة,1,12,,False
188,زوجة، بنات ابن، عم,زوجة,1/8,3,24,,False
188,زوجة، بنات ابن، عم,بنات ابن,2/3,16,24,,False
188,زوجة، بنات ابن، عم,عم,عصبة,5,24,,False
189,زوج، بنات ابن، ابن ابن,زوج,1/4,1,4,,False
189,زوج، بنات ابن، ابن ابن,بنات ابن,عصبة,1,4,,False
189,زوج، بنات ابن، ابن ابن,ابن ابن,عصبة,2,4,,False
190,زوجة، بنات ابن، ابن ابن,زوجة,1/8,3,24,,False
190,زوجة، بنات ابن، ابن ابن,بنات ابن,عصبة,7,24,,False
190,زوجة، بنات ابن، ابن ابن,ابن ابن,عصبة,14,24,,False
191,بنات ابن، أب,بنات ابن,2/3,2,3,,False
191,بنات ابن، أب,أب,1/6,1,3,,False
192,أب، بنات ابن، ابن ابن,أب,1/6,3,18,,False
192,أب، بنات ابن، ابن ابن,بنات ابن,عصبة,5,18,,False
192,أب، بنات ابن، ابن ابن,ابن ابن,عصبة,10,18,,False
193,بنات ابن، أم، عم,بنات ابن,2/3,4,6,,False
193,بنات ابن، أم، عم,أم,1/6,1,6,,False
193,بنات ابن، أم، عم,عم,عصبة,1,6,,False
194,بنات ابن، أم، ابن ابن,بنات ابن,عصبة,5,18,,False
194,بنات ابن، أم، ابن ابن,أم,1/6,3,18,,False
194,بنات ابن، أم، ابن ابن,ابن ابن,عصبة,10,18,,False
195,بنات ابن، جد,بنات ابن,2/3,2,3,,False
195,بنات ابن، جد,جد,1/6,1,3,,False
196,بنات ابن، جد، ابن ابن,بنات ابن,عصبة,5,18,,False
196,بنات ابن، جد، ابن ابن,جد,1/6,3,18,,False
196,بنات ابن، جد، ابن ابن,ابن ابن,عصبة,10,18,,False
197,بنات ابن، جدة، عم,بنات ابن,2/3,4,6,,False
197,بنات ابن، جدة، عم,جدة,1/6,1,6,,False
197,بنات ابن، جدة، عم,عم,عصبة,1,6,,False
198,بنات ابن، جدة، ابن ابن,بنات ابن,عصبة,5,18,,False
198,بنات ابن، جدة، ابن ابن,جدة,1/6,3,18,,False
198,بنات ابن، جدة، ابن ابن,ابن ابن,عصبة,10,18,,False
199,زوج، بنات ابن، أب,زوج,1/4,3,13,عالت المسألة,False
199,زوج، بنات ابن، أب,بنات ابن,2/3,8,13,عالت المسألة,False
199,زوج، بنات ابن، أب,أب,1/6,2,13,عالت المسألة,False
200,زوج، أب، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
200,زوج، أب، بنات ابن، ابن ابن,أب,1/6,6,36,,False
200,زوج، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,7,36,,False
200,زوج، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
201,زوجة، بنات ابن، أب,زوجة,1/8,3,24,,False
201,زوجة، بنات ابن، أب,بنات ابن,2/3,16,24,,False
201,زوجة، بنات ابن، أب,أب,1/6,5,24,,False
202,زوجة، أب، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
202,زوجة، أب، بنات ابن، ابن ابن,أب,1/6,12,72,,False
202,زوجة، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,17,72,,False
202,زوجة، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
203,زوج، أم، بنات ابن، عم,زوج,1/4,3,13,عالت المسألة,False
203,زوج، أم، بنات ابن، عم,أم,1/6,2,13,عالت المسألة,False
203,زوج، أم، بنات ابن، عم,بنات ابن,2/3,8,13,عالت المسألة,False
203,زوج، أم، بنات ابن، عم,عم,عصبة,0,13,عالت المسألة,False
204,زوج، أم، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
204,زوج، أم، بنات ابن، ابن ابن,أم,1/6,6,36,,False
204,زوج، أم، بنات ابن، ابن ابن,بنات ابن,عصبة,7,36,,False
204,زوج، أم، بنات ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
205,زوجة، أم، بنات ابن، عم,زوجة,1/8,3,24,,False
205,زوجة، أم، بنات ابن، عم,أم,1/6,4,24,,False
205,زوجة، أم، بنات ابن، عم,بنات ابن,2/3,16,24,,False
205,زوجة، أم، بنات ابن، عم,عم,عصبة,1,24,,False
206,زوجة، أم، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
206,زوجة، أم، بنات ابن، ابن ابن,أم,1/6,12,72,,False
206,زوجة، أم، بنات ابن، ابن ابن,بنات ابن,عصبة,17,72,,False
206,زوجة، أم، بنات ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
207,زوج، بنات ابن، جد,زوج,1/4,3,13,عالت المسألة,False
207,زوج، بنات ابن، جد,بنات ابن,2/3,8,13,عالت المسألة,False
207,زوج، بنات ابن، جد,جد,1/6,2,13,عالت المسألة,False
208,زوج، جد، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
208,زوج، جد، بنات ابن، ابن ابن,جد,1/6,6,36,,False
208,زوج، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,7,36,,False
208,زوج، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
209,زوجة، بنات ابن، جد,زوجة,1/8,3,24,,False
209,زوجة، بنات ابن، جد,بنات ابن,2/3,16,24,,False
209,زوجة، بنات ابن، جد,جد,1/6,5,24,,False
210,زوجة، جد، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
210,زوجة، جد، بنات ابن، ابن ابن,جد,1/6,12,72,,False
210,زوجة، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,17,72,,False
210,زوجة، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
211,زوج، جدة، بنات ابن، عم,زوج,1/4,3,13,عالت المسألة,False
211,زوج، جدة، بنات ابن، عم,جدة,1/6,2,13,عالت المسألة,False
211,زوج، جدة، بنات ابن، عم,بنات ابن,2/3,8,13,عالت المسألة,False
211,زوج، جدة، بنات ابن، عم,عم,عصبة,0,13,عالت المسألة,False
212,زوج، جدة، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
212,زوج، جدة، بنات ابن، ابن ابن,جدة,1/6,6,36,,False
212,زوج، جدة، بنات ابن، ابن ابن,بنات ابن,عصبة,7,36,,False
212,زوج، جدة، بنات ابن، ابن ابن,ابن ابن,عصبة,14,36,,False
213,زوجة، جدة، بنات ابن، عم,زوجة,1/8,3,24,,False
213,زوجة، جدة، بنات ابن، عم,جدة,1/6,4,24,,False
213,زوجة، جدة، بنات ابن، عم,بنات ابن,2/3,16,24,,False
213,زوجة، جدة، بنات ابن، عم,عم,عصبة,1,24,,False
214,زوجة، جدة، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
214,زوجة، جدة، بنات ابن، ابن ابن,جدة,1/6,12,72,,False
214,زوجة، جدة، بنات ابن، ابن ابن,بنات ابن,عصبة,17,72,,False
214,زوجة، جدة، بنات ابن، ابن ابن,ابن ابن,عصبة,34,72,,False
215,زوج، أم، بنات ابن، أب,زوج,1/4,3,15,عالت المسألة,False
215,زوج، أم، بنات ابن، أب,أم,1/6,2,15,عالت المسألة,False
215,زوج، أم، بنات ابن، أب,بنات ابن,2/3,8,15,عالت المسألة,False
215,زوج، أم، بنات ابن، أب,أب,1/6,2,15,عالت المسألة,False
216,زوج، أم، أب، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
216,زوج، أم، أب، بنات ابن، ابن ابن,أم,1/6,6,36,,False
216,زوج، أم، أب، بنات ابن، ابن ابن,أب,1/6,6,36,,False
216,زوج، أم، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,5,36,,False
216,زوج، أم، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
217,زوجة، أم، بنات ابن، أب,زوجة,1/8,3,27,عالت المسألة,False
217,زوجة، أم، بنات ابن، أب,أم,1/6,4,27,عالت المسألة,False
217,زوجة، أم، بنات ابن، أب,بنات ابن,2/3,16,27,عالت المسألة,False
217,زوجة، أم، بنات ابن، أب,أب,1/6,4,27,عالت المسألة,False
218,زوجة، أم، أب، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
218,زوجة، أم، أب، بنات ابن، ابن ابن,أم,1/6,12,72,,False
218,زوجة، أم، أب، بنات ابن، ابن ابن,أب,1/6,12,72,,False
218,زوجة، أم، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,13,72,,False
218,زوجة، أم، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
219,زوج، أم، بنات ابن، جد,زوج,1/4,3,15,عالت المسألة,False
219,زوج، أم، بنات ابن، جد,أم,1/6,2,15,عالت المسألة,False
219,زوج، أم، بنات ابن، جد,بنات ابن,2/3,8,15,عالت المسألة,False
219,زوج، أم، بنات ابن، جد,جد,1/6,2,15,عالت المسألة,False
220,زوج، أم، جد، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
220,زوج، أم، جد، بنات ابن، ابن ابن,أم,1/6,6,36,,False
220,زوج، أم، جد، بنات ابن، ابن ابن,جد,1/6,6,36,,False
220,زوج، أم، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,5,36,,False
220,زوج، أم، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
221,زوجة، أم، بنات ابن، جد,زوجة,1/8,3,27,عالت المسألة,False
221,زوجة، أم، بنات ابن، جد,أم,1/6,4,27,عالت المسألة,False
221,زوجة، أم، بنات ابن، جد,بنات ابن,2/3,16,27,عالت المسألة,False
221,زوجة، أم، بنات ابن، جد,جد,1/6,4,27,عالت المسألة,False
222,زوجة، أم، جد، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
222,زوجة، أم، جد، بنات ابن، ابن ابن,أم,1/6,12,72,,False
222,زوجة، أم، جد، بنات ابن، ابن ابن,جد,1/6,12,72,,False
222,زوجة، أم، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,13,72,,False
222,زوجة، أم، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
223,زوج، جدة، بنات ابن، أب,زوج,1/4,3,15,عالت المسألة,False
223,زوج، جدة، بنات ابن، أب,جدة,1/6,2,15,عالت المسألة,False
223,زوج، جدة، بنات ابن، أب,بنات ابن,2/3,8,15,عالت المسألة,False
223,زوج، جدة، بنات ابن، أب,أب,1/6,2,15,عالت المسألة,False
224,زوج، جدة، أب، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
224,زوج، جدة، أب، بنات ابن، ابن ابن,جدة,1/6,6,36,,False
224,زوج، جدة، أب، بنات ابن، ابن ابن,أب,1/6,6,36,,False
224,زوج، جدة، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,5,36,,False
224,زوج، جدة، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
225,زوجة، جدة، بنات ابن، أب,زوجة,1/8,3,27,عالت المسألة,False
225,زوجة، جدة، بنات ابن، أب,جدة,1/6,4,27,عالت المسألة,False
225,زوجة، جدة، بنات ابن، أب,بنات ابن,2/3,16,27,عالت المسألة,False
225,زوجة، جدة، بنات ابن، أب,أب,1/6,4,27,عالت المسألة,False
226,زوجة، جدة، أب، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
226,زوجة، جدة، أب، بنات ابن، ابن ابن,جدة,1/6,12,72,,False
226,زوجة، جدة، أب، بنات ابن، ابن ابن,أب,1/6,12,72,,False
226,زوجة، جدة، أب، بنات ابن، ابن ابن,بنات ابن,عصبة,13,72,,False
226,زوجة، جدة، أب، بنات ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
227,زوج، جدة، بنات ابن، جد,زوج,1/4,3,15,عالت المسألة,False
227,زوج، جدة، بنات ابن، جد,جدة,1/6,2,15,عالت المسألة,False
227,زوج، جدة، بنات ابن، جد,بنات ابن,2/3,8,15,عالت المسألة,False
227,زوج، جدة، بنات ابن، جد,جد,1/6,2,15,عالت المسألة,False
228,زوج، جدة، جد، بنات ابن، ابن ابن,زوج,1/4,9,36,,False
228,زوج، جدة، جد، بنات ابن، ابن ابن,جدة,1/6,6,36,,False
228,زوج، جدة، جد، بنات ابن، ابن ابن,جد,1/6,6,36,,False
228,زوج، جدة، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,5,36,,False
228,زوج، جدة، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,10,36,,False
